ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action,ticket_summary,risk_rationale,recommended_next_step,sla_note,human_review_note
TKT-0471,2026-04-10 06:35:00,"I am not sure which rule my content violated",Policy confusion,Moderation dispute,Low,72,Middle East & Africa,API,Spanish,0.95,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0472,2026-05-17 06:44:00,"I keep receiving friend requests from accounts that all look fake",Platform integrity,Fake account,Medium,24,Middle East & Africa,Web form,French,0.72,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0473,2026-01-04 07:19:00,"I am seeing content that is very distressing and affecting my wellbeing",Self-harm concern,User concern for another,High,4,North America,Email,German,0.9,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0474,2026-04-30 16:14:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Hate speech,High,4,North America,Web form,Portuguese,0.78,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0475,2026-04-06 10:54:00,"My account was accessed from an unknown location",Account abuse,Account takeover,Medium,24,North America,Web form,Spanish,0.75,Trust & Safety Review,False,Monitor and log,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0476,2026-05-14 01:38:00,"Someone logged into my account without my permission",Account abuse,Account takeover,High,4,Latin America,Email,English,0.58,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0477,2026-04-18 15:07:00,"Someone keeps contacting me after I asked them to stop",Harassment,Targeted abuse,High,4,Asia Pacific,Web form,German,0.86,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0478,2026-05-18 10:45:00,"I am not sure which rule my content violated",Policy confusion,Account restriction query,Low,72,North America,Web form,English,0.68,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0479,2026-03-14 06:52:00,"I am seeing content that is very distressing and affecting my wellbeing",Self-harm concern,Distressing content,Critical,1,North America,Web form,English,0.65,Trust & Safety Review,True,Immediate action required,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0480,2026-05-17 21:53:00,"My account was restricted and I want to appeal the decision",Policy confusion,Account restriction query,Low,72,Middle East & Africa,Email,French,0.71,Content Moderation,False,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0481,2026-04-01 02:20:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Threatening messages,High,4,North America,API,German,0.77,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0482,2026-04-10 15:49:00,"I was charged twice for the same transaction",Billing safety escalation,Billing dispute,Medium,24,North America,API,Arabic,0.79,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
